,Doctor's Name,speciality,Facility.Name,,
4915,"Dr. Aaron Mandel, OD",Optometrist,Northwest Medical Center,,
4916,"Dr. H. Jay Wisnicki, MD",Pediatric / Strabismus Eye Doctor,Scottsdale Shea Medical Center,,
4917,"Dr. Shrishyla (Shri) Yelgar, OD",Optometrist,Banner Baywood Medical Center,,
4918,"Dr. Jonathan Ellant, MD",Ophthalmologist,Banner Thunderbird Medical Center,,
4919,"Dr. Victoria Kravchenko, OD",Optometrist,Honorhealth Deer Valley Medical Center,,
4920,"Dr. Scott Weissman, MD",Ophthalmologist,Banner Del E. Webb Medical Center,,
4921,"Dr. Robert Auerbach, MD",Ophthalmologist,Abrazo Arrowhead Campus,,
4922,"Dr. Jennifer Colavito, OD",Optometrist,Western Arizona Regional Medical Center,,
4923,"Dr. Gregory Borukhov, OD",Optometrist,Mayo Clinic Hospital,,
4924,"Dr. Sandra Belmont, MD",Ophthalmologist,Banner Heart Hospital,,
4925,"Dr. Maureen O'Dwyer, OD",Optometrist,Arizona Spine And Joint Hospital,,
4926,"Dr. Elaine Yee, OD",Optometrist,"Core Institute Specialty Hospital, The",,
4927,"Dr. Nancy Choe, OD",Optometrist,Abrazo West Campus,,
4928,"Dr. Elena Geller, MD",Oculoplastic Surgeon,Banner-university Medical Center South Campus,,
4929,"Dr. Albert Joseph Rudick, MD",Ophthalmologist,Arizona Specialty Hospital,,
4930,"Dr. Nancy Choe, OD",Optometrist,Whiteriver Phs Indian Hospital,,
4931,"Dr. Hindola Konrad, MD",Ophthalmologist,Oro Valley Hospital,,
4932,"Dr. Yuna Rapoport, MD, MPH",Ophthalmologist,Banner Estrella Medical Center,,
4933,"Dr. Alan Kurfirst, OD",Optometrist,Valley View Medical Center,,
4934,"Dr. Minh Vu, OD",Optometrist,Mercy Gilbert Medical Center,,
4935,"Dr. Elena Geller, MD",Oculoplastic Surgeon,"Mountain Vista Medical Center, Lp",,
4936,"Dr. Miriam Madry, OD",Optometrist,Banner Gateway Medical Center,,
4937,"Dr. Natan Dorfman, OD",Optometrist,Scottsdale Thompson Peak Medical Center,,
4938,"Dr. Douglas Fredrick, MD",Pediatric / Strabismus Eye Doctor,Banner Ironwood Medical Center,,
4939,"Dr. Robert Friedman, MD",Ophthalmologist,O.a.s.i.s. Hospital,,
4940,"Dr. Ryan Ngo, OD",Optometrist,Banner Goldfield Medical Center,,
4941,"Dr. Elena Geller, MD",Oculoplastic Surgeon,Dignity Health - Arizona General Hospital,,
4942,"Dr. Dina (Iskander) Morar, OD",Optometrist,Santa Cruz Valley Regional Hospital,,
4943,"Dr. Dina (Iskander) Morar, OD",Optometrist,Western Regional Medical Center,,
4944,"Dr. Kelsey Butler, OD",Optometrist,Wickenburg Community Hospital,,
4945,"Dr. Leonard Bley, MD",Ophthalmologist,Benson Hospital,,
4946,"Dr. Jennifer Cohen, OD",Optometrist,"Northern Cochise Community Hospital, Inc.",,
4947,"Dr. Dina (Iskander) Morar, OD",Optometrist,Page Hospital,,
4948,"Dr. Brittni Rodriguez, OD",Optometrist,Hopi Health Care Center,,
4949,"Dr. Sajid Malik, MD, FACS, FACP",Ophthalmologist,Parker Indian Health Center,,
4950,"Dr. Kristen Saggese, OD",Optometrist,Huhu Kam Memorial Hospital,,
4951,"Dr. Michael Newton, MD",Ophthalmologist,Sage Memorial Hospital,,
4952,"Dr. Jacqueline W. Muller, MD",Ophthalmologist,Little Colorado Medical Center,,
4953,"Dr. Christine Law, OD",Optometrist,Copper Queen Community Hospital,,
4954,"Dr. Eric Dessner, MD",Ophthalmologist,Holy Cross Hospital,,
4955,"Dr. Darren Wallis, OD",Optometrist,Cobre Valley Regional Medical Center,,
4956,"Dr. Sarika Mehta, OD",Optometrist,White Mountain Regional Medical Center,,
4957,"Dr. Idil Bilgin, OD",Optometrist,La Paz Regional Hospital,,
4958,"Dr. Minh Vu, OD",Optometrist,Banner Payson Medical Center,,
4959,"Dr. Edward Rubinchik, MD",Ophthalmologist,Phoenix Children's Hospital,,
4960,"Dr. Michael Kakzanov, OD",Optometrist,"Hacienda Children's Hospital, Inc.",,
4961,"Dr. Vladimir Dvoretsky, OD",Optometrist,Siloam Springs Regional Hospital,,
4962,"Dr. Rajat Shetty, OD",Optometrist,Johnson Regional Medical Center,,
4963,"Dr. Jennifer Cohen, OD",Optometrist,Washington Regional Medical Center,,
4964,"Dr. Joseph Sturm, MD",Ophthalmologist,Chi-st Vincent Infirmary,,
4965,"Dr. Aliya Hot, OD",Optometrist,Mercy Hospital Northwest Arkansas,,
4966,"Dr. Warren Appleman, MD",Ophthalmologist,Chambers Memorial Hospital,,
4967,"Dr. Dalia Nagel, MD",Ophthalmologist,White County Medical Center,,
4968,"Dr. Cindy Serra, OD",Optometrist,Mena Regional Health System,,
4969,"Dr. Sherry Liu, OD",Optometrist,Uams Medical Center,,
4970,"Dr. Jin Chiu, OD",Optometrist,North Arkansas Regional Medical Center,,
4971,"Dr. S. Awad, OD",Optometrist,Sparks Medical Center - Van Buren,,
4972,"Dr. Luana Menezes, OD",Optometrist,Forrest City Medical Center,,
4973,"Dr. Michael Block, OD",Optometrist,St Bernards Medical Center,,
4974,"Dr. Wendy Josephs, OD",Optometrist,Northwest Medical Center-springdale,,
4975,"Dr. Maria Basile, MD",Ophthalmologist,Chi St. Vincent Hospital Hot Springs,,
4976,"Dr. Maria Basile, MD",Ophthalmologist,Baxter Regional Medical Center,,
4977,"Dr. Samuel Wong, MD",Ophthalmologist,Conway Regional Medical Center,,
4978,"Dr. Elena Schmidt, OD",Optometrist,Baptist Health Medical Center North Little Rock,,
4979,"Dr. Simona Korik-Barrett, OD",Optometrist,Arkansas Methodist Medical Center,,
4980,"Dr. Gina DeBenedetto, OD",Optometrist,St Marys Regional Medical Center,,
4981,"Dr. Dmitry Gurevich, OD",Optometrist,Five Rivers Medical Center,,
4982,"Dr. Jennifer Tsai, OD",Optometrist,Ouachita County Medical Center,,
4983,"Dr. Sabina Oboukova, OD",Optometrist,Drew Memorial Hospital,,
4984,"Dr. Maria Basile, MD",Ophthalmologist,Sparks Regional Medical Center,,
4985,"Dr. Maria Basile, MD",Ophthalmologist,Mercy Hospital Fort Smith,,
4986,"Dr. Rimma Kapatsinskaya, OD",Optometrist,Magnolia Hospital,,
4987,"Dr. Joseph Bistricer, OD",Optometrist,Great River Medical Center,,
4988,"Dr. Emily Moriarty, MD",Ophthalmologist,Jefferson Regional Medical Center,,
4989,"Dr. Vladimir Dvoretsky, OD",Optometrist,Baptist Health Medical Center-stuttgart,,
4990,"Dr. Jessica Fleishman, MD",Ophthalmologist,North Metro Medical Center,,
4991,"Dr. Alan Schlussel, OD",Optometrist,Baptist Health Medical Center-hot Springs County,,
4992,"Dr. Sagar Dhandia, OD",Optometrist,National Park Medical Center,,
4993,"Dr. Howard Kornstein, MD",Ophthalmologist,Saline Memorial Hospital,,
4994,"Dr. Rachel Mindin, OD",Optometrist,Helena Regional Medical Center,,
4995,"Dr. Ching Man (Erika) Chung, OD",Optometrist,Medical Center Of South Arkansas,,
4996,"Dr. Millie Fell, MD, FACS",Retina Specialist (Medical),Baptist Health Medical Center-little Rock,,
4997,"Dr. Tak Yee Tania Tai, MD",Glaucoma Specialist,Nea Baptist Memorial Hospital,,
4998,"Dr. Beatrice Whitaker, MD",Ophthalmologist,White River Medical Center,,
4999,"Dr. Valentina Yanovskiy, OD",Optometrist,Levi Hospital,,
5000,"Dr. Arthur Bukhatetsky, OD",Optometrist,"Arkansas Heart Hospital, Llc",,
5001,"Dr. Adebukola Adebayo, MD",Ophthalmologist,St Vincent Medical Center/north,,
5002,"Dr. Kirk Kaupke, OD",Optometrist,Arkansas Surgical Hospital,,
5003,"Dr. Scott Tisdale, OD",Optometrist,Northwest Health Physicians Specialty Hospital,,
5004,"Dr. Marcia Tapper-Rosenberg, MD",Ophthalmologist,Wadley Regional Medical Center At Hope,,
5005,"Dr. Joseph Sturm, MD",Ophthalmologist,Baptist Health Medical Center-conway,,
5006,"Dr. Angela Dussan, OD",Optometrist,Arkansas Continued Care Hospital Of Jonesboro,,
5007,"Dr. Izak Herschitz, MD",Ophthalmologist,North Logan Mercy Hospital,,
5008,"Dr. Aliye Vayner, OD",Optometrist,River Valley Medical Center,,
5009,"Dr. Obinna Akano, OD",Optometrist,Mercy Hospital Turner Memorial,,
5010,"Dr. Viren Patel, OD",Optometrist,"Eureka Springs Hospital, Llc",,
5011,"Dr. Nerry Nayzov, OD",Optometrist,Mercy Hospital Waldron,,
5012,"Dr. Julius Shulman, MD",Ophthalmologist,"Izard County Medical Center, Llc",,
5013,"Dr. Yuxin Wei, OD",Optometrist,Crossridge Community Hospital,,
5014,"Dr. Abraham Zlatin, OD",Optometrist,Mcgehee Hospital,,
5015,"Dr. Gianinna Saa, OD",Optometrist,Lawrence Memorial Hospital,,
5016,"Dr. Daniel Khodadadian, MD",Ophthalmologist,Stone County Medical Center,,
5017,"Dr. Rajat Shetty, OD",Optometrist,Howard Memorial Hospital,,
5018,"Dr. Kim Le, MD",Ophthalmologist,Baptist Health Medical Center Heber Spings,,
5019,"Dr. Saniya Shoaib, OD",Optometrist,Ozark Health,,
5020,"Dr. John Nguyen, OD",Optometrist,"Dewitt Hospital & Nursing Home, Inc",,
5021,"Dr. Mark Avinoam Bitton, MD",Ophthalmologist,South Missississpi County Regional Medical Center,,
5022,"Dr. Angie Wen, MD",Refractive Surgeon,Dallas County Medical Center,,
5023,"Dr. Izak Herschitz, MD",Ophthalmologist,Mercy Hospital Booneville,,
5024,"Dr. Lucy Cederholm, OD",Optometrist,"De Queen Medical Center, Inc",,
5025,"Dr. Diana Ilyasova, OD",Optometrist,Little River Memorial Hospital,,
5026,"Dr. Richard Scott Russell, MD",Ophthalmologist,Baptist Health Medical Center-arkadelphia,,
5027,"Dr. Angelica Delgado, OD",Optometrist,Fulton County Hospital,,
5028,"Dr. Robert Ancona, OD",Optometrist,Ashley County Medical Center,,
5029,"Dr. Oleg Lisitsyn, OD",Optometrist,Chi St Vincent Morrilton,,
5030,"Dr. Minh Vu, OD",Optometrist,Delta Memorial Hospital,,
5031,"Dr. Pauline Leong, OD",Optometrist,Bradley County Medical Center,,
5032,"Dr. Ryan Ngo, OD",Optometrist,Chicot Memorial Medical Center,,
5033,"Dr. Beverly Hochstadt-Kansky, OD",Optometrist,Mercy Hospital Berryville,,
5034,"Dr. Ida Anjomshoaa, DMD",Oral Surgeon,Piggott Community Hospital,,
5035,"Dr. Lloyd Klausner, DMD",Oral Surgeon,Ozarks Community Hospital Of Gravette,,
5036,"Dr. Yoonchan Paul Han, DDS",Oral Surgeon,Arkansas Children's Hospital,,
5037,"Dr. Ghazal Mahjoubi, DMD",Oral Surgeon,"Arkansas Children's Northwest, Inc",,
5038,"Dr. Robert Zarabi, DDS",Oral Surgeon,St Rose Hospital,,
5039,"Dr. Allan Shanin, DDS",Oral Surgeon,St Joseph Hospital,,
5040,"Dr. Scott Rothenberg, DDS, MD",Oral Surgeon,Mills-peninsula Medical Center,,
5041,"Dr. Matthew Clark, DDS, MD",Oral Surgeon,California Pacific Medical Ctr-davies Campus Hosp,,
5042,"Dr. D. Timothy Culotta, DDS",Dentist,Queen Of The Valley Medical Center,,
5043,"Dr. Oleg Goncharov, DDS",Dentist,Adventist Health St Helena,,
5044,"Dr. Alfred Ho, DDS",Dentist,Sutter Amador Hospital,,
5045,"Dr. Dorothy Lorenzo, DMD",Oral Surgeon,Mercy General Hospital,,
5046,"Dr. Christopher Perez, DMD",Dentist,Riverside Community Hospital,,
5047,"Dr. Jacob Brenman, DMD",Dentist,Paradise Valley Hospital,,
5048,"Dr. Asma Muzaffar, DDS, MPH, MS",Dentist,Uc San Diego Health Hillcrest - Hillcrest Med Ctr,,
5049,"Dr. Marina Mats, DDS",Dentist,Grossmont Hospital,,
5050,"Dr. Todd Bertman, DMD",Dentist,Mad River Community Hospital,,
5051,"Dr. Peter Mann, DDS, FAGD",Dentist,Oroville Hospital,,
5052,"Dr. David Kroner, DDS",Dentist,Bakersfield Memorial Hospital,,
5053,"Dr. Anthony Leonetti, DMD",Dentist,Santa Clara Valley Medical Center,,
5054,"Dr. Alla Dorfman, DDS",Dentist,Enloe Medical Center,,
5055,"Dr. Christian Volpicella, DDS",Dentist,Lac/olive View-ucla Medical Center,,
5056,"Dr. Ziwei Gao, DDS",Dentist,St Elizabeth Community Hospital,,
5057,"Dr. David Kroner, DDS",Dentist,Alta Bates Summit Medical Center,,
5058,"Dr. Edward Wu, DDS",Dentist,El Centro Regional Medical Center,,
5059,"Dr. Charles Marks, DDS",Dentist,California Pacific Medical Ctr-pacific Campus Hosp,,
5060,"Dr. Gerald Wank, DDS",Dentist,San Gorgonio Memorial Hospital,,
5061,"Dr. Tyler Smith, DMD",Dentist,California Pacific Medical Ctr - St. Luke's Campus,,
5062,"Dr. Peter Rosa, DDS, MD, FACS",Oral Surgeon,Antelope Valley Hospital,,
5063,"Dr. Ziad Jalbout, DDS",Dentist,Kaweah Delta Medical Center,,
5064,"Dr. Justin Rashbaum, DMD",Dentist,Glendale Mem Hospital & Hlth Center,,
5065,"Dr. Reshma Jacob, DDS",Dentist,Community Regional Medical Center,,
5066,"Dr. Rakhee Patel, DMD",Dentist,Hollywood Presbyterian Medical Center,,
5067,"Dr. Mehdi Aryan, DMD",Dentist,Oak Valley Hospital District,,
5068,"Dr. Cheng Tai, DDS",Dentist,St Joseph Hospital,,
5069,"Dr. Samantha Shapiro, DMD",Dentist,Kaiser Foundation Hospital - South San Francisco,,
5070,"Dr. Uri Levy, DMD",Dentist,Kaiser Foundation Hospital-santa Clara,,
5071,"Dr. Nicole Khalife, DDS",Dentist,Kaiser Foundation Hospital - Walnut Creek,,
5072,"Dr. Charles Marks, DDS",Dentist,Kaiser Foundation Hospital And Rehab Center,,
5073,"Dr. Lorna Flamer-Caldera, DDS, FAGD",Dentist,Kaiser Foundation Hospital - Oakland/richmond,,
5074,"Dr. Eric Chason, DDS",Dentist,Kaiser Foundation Hospital - San Francisco,,
5075,"Dr. Daniel Weiss, DDS",Dentist,Scripps Mercy Hospital,,
5076,"Dr. Lindsay Gadzik, DDS",Dentist,Providence Little Co Of Mary Med Ctr San Pedro,,
5077,"Dr. Gerald Wank, DDS",Dentist,St Johns Regional Medical Center,,
5078,"Dr. Carolyn Morgan, DDS",Dentist,St Joseph's Medical Center Of Stockton,,
5079,"Dr. Robert Lipschutz, DMD",Dentist,Community Hospital Of San Bernardino,,
5080,"Dr. Devi Konar, DDS",Dentist,Sonoma Valley Hospital,,
5081,"Dr. Charley Levy, DDS",Dentist,Community Hospital Of Huntington Park,,
5082,"Dr. Cynthia Co Ting Keh, DDS",Dentist,Saint Agnes Medical Center,,
5083,"Dr. Jonathan Okon, DMD",Dentist,"West Covina Medical Center, Inc",,
5084,"Dr. Jeffrey Weisbord, DDS",Dentist,San Antonio Regional Hospital,,
5085,"Dr. Sonia Kohli, DDS",Dentist,Sharp Memorial Hospital,,
5086,"Dr. Alina Lane, DDS",Dentist,Sutter Solano Medical Center,,
5087,"Dr. Alla Dorfman, DDS",Dentist,Parkview Community Hospital Medical Center,,
5088,"Dr. Anthony Leonetti, DMD",Dentist,White Memorial Medical Center,,
5089,"Dr. Wonnie Rhieu, DDS, MS",Dentist,Saint Francis Medical Center,,
5090,"Dr. Irwin Medina, DDS",Dentist,Marian Regional Medical Center,,
5091,"Dr. Steven Glassman, DDS",Dentist,"Sutter Medical Center, Sacramento",,
5092,"Dr. Khrystyna Kostsyuh, DDS",Prosthodontist,Lompoc Valley Medical Center,,
5093,"Dr. Lloyd Becker, DDS",Dentist,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,,
5094,"Dr. Mehran Morovati, DDS",Dentist,San Mateo Medical Center,,
5095,"Dr. Roman Roytberg, DDS",Dentist,Palomar Health Downtown Campus,,
5096,"Dr. Ian Pasch, DDS",Dentist,Northridge Hospital Medical Center,,
5097,"Dr. Kyle Jonna, DDS",Dentist,Doctors Hospital Of Manteca,,
5098,"Dr. Rachel Yang, DDS",Dentist,Adventist Health Hanford,,
5099,"Dr. Erin Hong, DDS",Dentist,Dameron Hospital,,
5100,"Dr. Antonio Clares, DDS",Dentist,Usc Verdugo Hills Hospital,,
5101,"Dr. Marina Shimshi, DDS",Dentist,Regional Medical Center Of San Jose,,
5102,"Dr. Herrick Lai, DDS",Dentist,Valley Presbyterian Hospital,,
5103,"Dr. Markelle Smith, DMD",Dentist,Woodland Memorial Hospital,,
5104,"Dr. Mee Kyung (Michelle) Han, DMD",Dentist,Tri-city Medical Center,,
5105,"Dr. Jordan Reich, DDS",Dentist,St Bernardine Medical Center,,
5106,"Dr. Wynatte Chu, DDS",Dentist,Novato Community Hospital,,
5107,"Dr. Edward Mirzoian, DMD",Dentist,San Gabriel Valley Medical Center,,
5108,"Dr. Daniel Noor, DMD",Dentist,Rideout Memorial Hospital,,
5109,"Dr. Amir Shahabi, DDS",Dentist,Southern California Hospital At Hollywood,,
5110,"Dr. Eunjung Jo, DDS",Dentist,Petaluma Valley Hospital,,
5111,"Dr. Edward Wong, DDS",Dentist,Kaiser Foundation Hospital - Panorama City,,
5112,"Dr. Daniel Noor, DMD",Dentist,Kaiser Foundation Hospital - Los Angeles,,
5113,"Dr. Daniel Gattegno, DMD",Dentist,Kaiser Foundation Hospital - Downey,,
5114,"Dr. Alexander Shalman, DDS",Dentist,Kaiser Foundation Hospital Fontana,,
5115,"Dr. Yi-Ling Shiao, DDS",Dentist,Community Hospital Of The Monterey Peninsula,,
5116,"Dr. Daniel Wank, DDS",Periodontist,California Hospital Medical Center La,,
5117,"Dr. James Kleinfelder, DDS",Dentist,Sierra Nevada Memorial Hospital,,
5118,"Dr. Irina Sinensky, DDS",Dentist,Saint Francis Memorial Hospital,,
5119,"Dr. Sofiya (Sonya) Krasilnikov, DDS",Dentist,O'connor Hospital,,
5120,"Dr. Ziwei Gao, DDS",Dentist,Encino Hospital Medical Center,,
5121,"Dr. Arti Patel Upadhyay, DDS",Dentist,Ventura County Medical Center,,
5122,"Dr. Isabel Del Carpio, DDS",Dentist,San Joaquin General Hospital,,
5123,"Dr. William Wong, DDS",Dentist,St Jude Medical Center,,
5124,"Dr. Careen Fletcher, DMD",Dentist,Pih Health Hospital-whittier,,
5125,"Dr. Francine Estrada, DDS",Dentist,Santa Rosa Memorial Hospital,,
5126,"Dr. Angela Lee, DDS",Dentist,Emanuel Medical Center,,
5127,"Dr. Mehdi Aryan, DMD",Dentist,John Muir Medical Center - Walnut Creek Campus,,
5128,"Dr. Preethi Chauhan, DDS",Dentist,George L Mee Memorial Hospital,,
5129,"Dr. Adam Nusblatt, DMD",Dentist,St Mary Medical Center,,
5130,"Dr. Eric Nussbaum, DDS",Endodontist,Adventist Health Reedley,,
5131,"Dr. Yohan Kim, DMD, FICOI",Dentist,Watsonville Community Hospital,,
5132,"Dr. Andrew Deutch, DDS",Dentist,Washington Hospital,,
5133,"Dr. Paulina Jalocha, DDS",Dentist,Sequoia Hospital,,
5134,"Dr. Maria Chartzoulakis, DMD",Prosthodontist,Palmdale Regional Medical Center,,
5135,"Dr. Michael Kohl, DDS",Dentist,East Valley Glendora Hospital,,
5136,"Dr. Michael Zemelman, DDS",Dentist,Alameda Hospital,,
5137,"Dr. Jacob (Jake) Donohue, DMD",Dentist,Sharp Chula Vista Medical Center,,
5138,"Dr. Zoya Zak, DDS",Dentist,Hoag Memorial Hospital Presbyterian,,
5139,"Dr. Jeffrey Schoenberg, DDS",Dentist,Adventist Health Feather River,,
5140,"Dr. Evelyn Baran, DDS",Dentist,Ahmc Anaheim Regional Medical Center,,
5141,"Dr. Inna Chern, DDS",Dentist,Zuckerberg San Francisco General Hosp & Trauma Ctr,,
5142,"Dr. Karen Erani, DMD",Dentist,Garden Grove Hospital & Medical Center,,
5143,"Dr. Steven Ritholtz, DDS",Dentist,Pomona Valley Hospital Medical Center,,
5144,"Dr. Steven Ritholtz, DDS",Dentist,French Hospital Medical Center,,
5145,"Dr. Frank Orlando, DDS",Dentist,Sharp Coronado Hospital And Hlthcr Ctr,,
5146,"Dr. Jason Alster, DDS",Dentist,Providence Saint Joseph Medical Ctr,,
5147,"Dr. Karen Altszuler, DDS",Dentist,Adventist Health Simi Valley,,
5148,"Dr. Mirjana Sadeghi, DDS",Dentist,Methodist Hospital Of Southern Ca,,
5149,"Dr. Sanjay Jagani, DDS, BDS",Dentist,Glendale Adventist Medical Center,,
5150,"Dr. Adam Koppelman, DMD",Dentist,Dominican Hospital,,
5151,"Dr. Daniell Mishaan, DMD",Dentist,Desert Regional Medical Center,,
5152,"Dr. Edward Alvarez, DDS, BA",Dentist,Arrowhead Regional Medical Center,,
5153,"Dr. Dmitriy Kuznetsov, DDS",Dentist,Natividad Medical Center,,
5154,"Dr. Careen Fletcher, DMD",Dentist,Marshall Medical Center,,
5155,"Dr. Deena Pegler, DMD",Dentist,Good Samaritan Hospital,,
5156,"Dr. Alexander Kimon, DMD",Dentist,Sierra View Medical Center,,
5157,"Dr. Bisma Sohail, DMD",Dentist,Ronald Reagan U C L A Medical Center,,
5158,"Dr. Jason Bastida, DDS",Dentist,Redlands Community Hospital,,
5159,"Dr. Lauren Kerpel, DDS",Endodontist,Contra Costa Regional Medical Center,,
5160,"Dr. Fan Mou, DDS",Dentist,Providence Holy Cross Medical Center,,
5161,"Dr. Raquel Nestorovski, DMD",Dentist,Hi-desert Medical Center,,
5162,"Dr. Joseph Pantaleo, DDS",Dentist,Mercy Medical Center Redding,,
5163,"Dr. Careen Fletcher, DMD",Dentist,Alhambra Hospital Medical Center,,
5164,"Dr. Jonathan Freed, DDS",Dentist,Stanford Health Care - Valleycare,,
5165,"Dr. Avo Samuelian, DDS",Dentist,Seton Medical Center,,
5166,"Dr. Shreshtha Ramanlal, DMD",Dentist,Providence Saint John's Health Center,,
5167,"Dr. Nicole Mermet, DMD",Dentist,Sutter Santa Rosa Regional Hospital,,
5168,"Dr. Todd Goldstein, DDS",Dentist,Riverside University Health System-medical Center,,
5169,"Dr. Romney Piamonte, DDS",Dentist,Mercy Hospital,,
5170,"Dr. Alex Gause, DDS",Dentist,Hazel Hawkins Memorial Hospital,,
5171,"Dr. Monika Kurzatkowski (Kulawik), DMD",Dentist,Barstow Community Hospital,,
5172,"Dr. Judita Zibuts, DDS",Dentist,St Mary Medical Center,,
5173,"Dr. Jenny Armstrong, DDS",Dentist,Adventist Health Ukiah Valley,,
